0,1,2
阴道炎,疾病,HVP感染、中度宫颈炎和宫颈湿疣无疣体请问严重吗？（有化验单）分两部分来阐述第一部分是检查数据第二部分是治疗方式首先是检查数据如下：做例行妇科检查有：1、宫颈阴道液基细胞病理学报告书2、宫颈拭子分子生物报告单3、电子阴道镜检查报告单4、病理活体组织检验报告书结论如下：1、宫颈阴道液基细胞病理学报告书：电脑抹片分析：正常细胞抹片中度发炎微生物项目：未见念珠菌、未见滴虫、未见细菌过度生长病毒项目：未见疱疹病毒感染、未见乳头瘤病毒感染抹片质素：满意细胞项目：有鳞状细胞、有内宫颈细胞、有化生细胞2、宫颈拭子分子生物报告单：十三种高危型HPV：阳性3、电子阴道镜检查报告单：主诉：外阴痒细胞学/ECC结果：WNL（正常范围阴性）高危型HPV-DNA检测：阳性阴道镜所见：完整的鳞柱交界（SCL）可见薄的醋酸白色上皮柱状上皮葡萄样结构碘阴性区（在TZ内）评估结果记录：0分拟诊结果记录：SPI（亚临床湿疣）处理：宫颈活检4、病理活体组织检验报告书：大体所见：灰白组织一粒0.3CMX0.3CMX0.3CM全取病理诊断：（宫颈2点）送检宫颈组织病变为湿疣第二部分：诊断方法医院针对病情做了如下治疗：1、涂抹药物一瓶用棉花沾取药物内置于宫颈且包裹宫颈每隔一天换药一次共记7次（涂抹的药物名称忘记）2、涂抹药物完毕后三日开始自己在家上另外一种药此为需在2&deg;_8&deg;冰箱冷冻条件下保存的内置阴道深处的药物每晚睡觉前放置一共十粒十日3、上文的冷冻药物完成后隔7日再去医院复查病理活体组织检验报告书附化验单：曾经治疗情况和效果：有过疾病为：1、霉菌性<entity>2、尿路感染个人生活极为检点注意卫生同房前后皆洗澡但<entity>却时常复发可尿路感染彻底治愈未发想得到怎样的帮助：想垂询：1、如前所言本人生活检点注意卫生实在不清楚为何会感染HPV病毒？2、为何会感染宫颈湿疣？3、从病情来看是湿疣的哪个阶段是早期还是中期？严重吗？4、依据医院的治疗方式能否彻底将湿疣治好？5、医院说此次复查是再做活体送检看是否HPV病毒还存在而并未对湿疣做检查要知道湿疣是否已经治疗痊愈与否该去做什么检查呢？6、是否会对将来生育造成影响？7、老公尿样检测有发现尿道炎尿道炎和HPV以及湿疣有关吗？8、检测报告里发现的三种威胁：中度宫颈炎、HPV和宫颈湿疣有什么关系？之前的治疗是否针对三种情况都已做处理？万分感谢（）
阴道炎,疾病,（新婚）几年来都有尿频的症状但无尿痛水喝少时排尿就比较正常如果身休不太缺水时喝个250ML的水一小时起码要排尿五次.前几年就有出现在小便时肚脐六公分处会有一个点隐隐作痛小便完就不会了.但几天后症状就消失有时隔一段时间就会又出现这样的情况.有时没小便也会有点隐痛.但过几天自动就好了.去医院做了双肾泌尿系统还有膀胱子宫附件的彩超都没问题.最近这几天躺下按肚子时也是在肚脐六公分处会痛但这次不是一点痛而是一块位置痛按久之后这种痛会慢慢轻了.放掉就不痛.不是阑尾的反跳痛.站着坐着按着都没感觉就躺下时按会痛但有时躺下按又不会痛很正常.前两周去医院做了尿常规和右输尿管右肾阑尾B超尿白细胞三个+肠子有明显的气体存在医生说是尿路感染让我输了7天的加替沙星氯化钠注射液输完液后我的尿频症状没减轻右腹按下去也是会痛啊.我平是有便秘症状我在想我右腹按下去痛会不会和我便秘有关系因为肠里有气体所以按下去会痛.有时有排便所以有时按下就不痛了做B超检查时我会痛的那个位置医生说都是肠子呀.请问现在该怎么办继续检查吗作什么检查呢（性生活一直都有带避孕套也很注意卫生事后都有排尿的.）曾经治疗情况和效果：我的尿频症状没减轻右腹按下去也是会痛啊.=想得到怎样的帮助：我这样子的症状需要再治疗吗多喝水能好吗如果要治疗又具体要做什么检查如果怀疑是<entity>之类的妇科疾病的话我除了尿频也没有其它症状呀.（）
阴道炎,疾病,我被查出有，念珠菌感染。宫颈1度。医生给我开了纳米银女性外用抗菌器。用了之后有咖绯色的分泌物，这正常两个月前，出现了尿频尿急的现象。并伴有小腹坠痛。去当地的县医院做了妇科检查。曾经治疗情况和效果：无过敏现象。曾经得过盆腔炎，细菌性<entity>，附件炎，尿路感染等，妇科疾病想得到怎样的帮助：用药之后肚子还是会痛。放纳米银女性抗菌凝胶后。有咖啡色的分泌物流出，这正常吗
阴道炎,疾病,治疗湿疹的秘方湿疹症状可分为如下几种：(1)婴儿湿疹：婴儿湿疹中医称奶癣通常在生后第二或第三个月开始发生好发于颜面及皮肤皱褶部也可累及全身一般随着年龄增加而逐渐减轻至痊愈但也有少数病例继续发展至儿童期甚至成人期1．渗出型湿疹：常见于肥胖型婴儿初起于两颊发生红斑、丘疹、丘疱疹常因剧痒搔抓而显露有多量渗液的鲜红糜烂面严重者可累及整个面部甚至全身如有继发感染可见脓疱及局部淋巴结肿大、发热2．干燥型湿疹：多见于瘦弱的婴儿好发于头皮、眉间等部位表现为潮红、脱屑、丘疹但无明显渗出呈慢性时也可轻度浸润肥厚有皲裂、抓痕或结血痂常因阵发性剧烈瘙痒而引起婴儿哭闹和睡眠不安(2)儿童湿疹：是一种儿童过敏性皮肤病儿童皮肤发育尚不健全最外层表皮的角质层很薄毛细血管网丰富内皮含水及氯化物比较丰富故容易发生过敏湿疹反应(3)乳房湿疹：多见于哺乳妇女乳晕湿润、糜烂、结痂时间稍久可增厚发生皲裂喂奶时疼痛长期不愈皮下有硬结者应考虑并发湿疹样癌的可能所以对乳房湿疹应提高警惕及时检查(4)阴囊湿疹：急性者有肿胀、流水、结痂慢性者则增厚、苔癣化甚痒并易复发常与局部多汗外阴刺激、神经内分泌障碍、慢性前列腺炎等有关(5)女阴湿疹：多见大小阴唇及附近皮肤红肿、糜烂及慢性增厚甚痒常与霉菌性<entity>、白带增多及内分泌紊乱有关(6)肛门湿疹：肛门周围湿疹急性期红肿、糜烂慢性期呈浸润、肥厚甚至发生皲裂奇痒且痛特别是在便后更加明显由于经常搔抓皮肤可变厚或变薄萎缩发亮儿童肛门湿疹多与蛲虫有关成人多与痔疮、多汗有关(7)手部湿疹：发生于手掌部易浸润增厚过度角化形成皲裂手指端湿疹常反复发生水疱、结痂、增厚、脱屑累及甲床部可影响指甲发育致使甲板粗糙凹陷不平接触水、肥皂、洗衣粉等常使湿疹加重(8)腿部脚部湿疹：好发胫前及踝部常由于下肢静脉曲张或外伤引起结痴、增厚、苔藓化也可呈糜烂、流水易继发感染或形成溃疡顽固难治(9)皲裂性湿疹：与过敏有关由日常生活中接触清洁剂、肥皂、染料、油漆及日光等刺激物所致在疾病过程中精神创伤、内分泌失调等因素均可加重病情【独特疗法】使用nettopicao治疗适用于湿疹的各种类型尤其是针对慢性湿疹及阴囊湿疹疗效很好一疗程适用10-15天每日2-3次涂后轻轻搓揉数分钟重症患者酌情增加用量若病史较长建议患者可以搭配口服中药进行内服调理可以选择皮肤病血毒丸、龙胆泻肝丸苦参丸等“nettopicao”在传统的制药手段上进行升华融合了传统中医炮制方法与西方先进制药技术提炼而成它能改善细胞活力调节内分泌促进皮肤细胞再生功能；增强皮肤抵抗力和免疫力药中含有大量基因调节素和抗复发免疫因子促进皮肤新陈代谢改善皮肤微循环恢复皮肤正常生理功能“nettopicao”不仅可以深层治疗皮肤病原同时“nettopicao”中含有药物活性酶它能在修复皮肤组织细胞的同时形成保护药膜激活皮肤细胞组织的新生使皮肤表层及深层受损组织恢复正常结构血运恢复正常并深度提高病区皮肤的抵抗力愈后不易复发的特点【注意事项】尽量寻找发病原因并去除之注意调整饮食忌食辛辣刺激避免进食易致敏的物品如酒类海鲜贝类食物应禁用、以清淡饮食为好；尽量减少外界不良刺激、如手抓、外用肥皂、热水烫洗等；衣着应较宽松、轻软避穿毛制品或尼龙织品
阴道炎,疾病,同房后腹泻，尿路感染，再患上霉菌性<entity>，会是子宫疾病吗
阴道炎,疾病,上次去医院确诊为<entity>和尿路感染，因为医？上次去医院确诊为<entity>和尿路感染，因为医药费贵，没在那里打针，回来拿着化验单和医生开的处方在诊所打的针，那几天效果还好，都一个月了，这几天感觉又开始难受了，请问，我应该吃什么药可以痊愈？。打针，吃药帮我分析下如何快点摆脱这个疾病
阴道炎,疾病,麻烦帮看下是尿路感染还是<entity>等妇科疾病
阴道炎,疾病,念珠菌感染念珠菌是一种条件致病真菌故念珠菌性龟头炎常继发于糖尿病老年消耗性疾病以及大量抗生素或激素治疗之后也可为原发性多由配偶念珠菌<entity>传来龟头及冠状沟可有浅红色糜烂及薄壁脓疱但局部常找不到念珠菌可能为念珠菌引起的局部过敏反应所致念珠菌注意局部卫生每日清洗龟头和包皮如包皮过长要及时治疗必要时作包皮环切术及时清洁包皮垢很有必要(2)夫妇一方患性器官疾病要暂停性生活及时治疗如患有滴虫性或白色念珠菌的感染要夫妇同时治疗(3)避免不洁性交洁身自好(4)如形成溃疡或糜烂要及时换药每日换药2次避免不适的刺激(5)对于急性包皮龟头炎要避免使用皮质类固醇激素药膏以免引起更加严重的感染换什么药？口服什么药？
气胸,疾病,胸闷是一种主观感觉，即呼吸费力或气不够用。轻者若无其事，重者则觉得难受，似乎被石头压住胸膛，甚至发生呼吸困难。它可能是身体**的功能性表现，也可能是人体发生疾病的最早症状之一。不同年龄的人胸闷，其病因不一样，治疗不一样，后果也不一样。一、功能性胸闷（即无器质性病变的胸闷）：在门窗密闭、空气不流通的房间内逗留较长时间，或遇到某些不愉快的事情，甚至与别人发生口角、争执，或处于气压偏低的气候中，往往会产生胸闷、疲劳的感觉。经过短时间的休息、开窗通风或到室外呼吸新鲜空气、思想放松、调节情绪，很快就能恢复正常。像这一类的胸闷可以说是功能性的胸闷，不必紧张、也不必治疗。二、病理性胸闷（即有器质性病变的胸闷）：胸闷不仅可以是生理性的，也可以是由于身体内某些**发生疾病而引起的，即病理性的胸闷。如：1.呼吸道受阻：气管支气管内长肿瘤、气管狭窄，气管受外压（甲状腺肿大、纵隔内长肿瘤）；2.肺部疾病：肺气肿、支气管炎、哮喘、肺不张、肺梗塞、<entity>；3.心脏疾病：某些先天性心脏病风湿性心脏瓣膜病、冠心病、心脏肿瘤；4.膈肌病变：膈肌膨升症、膈肌麻痹症；5.体液代谢和酸碱平衡失调等。病理性胸闷可以突然发生，也可以缓慢发生。突然发生的多数是由于急性外伤性或自发性<entity>，急性哮喘、急性气管内异物心脏病急性发作、急性肺梗塞等。缓慢性的胸闷则是随着病程的延长，症状逐渐加重。儿童发生胸闷多数提示患有先天性心脏病或纵隔肿瘤；青年人发生胸闷多数提示患有自发性<entity>、纵隔肿瘤、风湿性心脏瓣膜病；老年人发生胸闷多数提示患有肺气肿、冠心病等。总之，对于胸闷必须引起重视，以免延误必要的治疗。你应该到医院去进行胸部透视、心电图、超声心动图、血液生化等检查以及肺功能测定，以便临床医师进一步确诊。
气胸,疾病,最近我一位朋友的母亲感到呼吸困难有<entity>等症状我朋友十分担心他的母亲就带他母亲去医院检查结果医生说他母亲得了创伤性气管及主支气管损伤我们对此病都不了解想咨询一下这种疾病想得到怎样的帮助：创伤性气管及主支气管损伤患者在饮食方面应注意什么？（
